出表日期,報告年度,公司代號,公司名稱,有害廢棄物量-數據(公噸),有害廢棄物量-資料範圍,非有害廢棄物量-數據(公噸),非有害廢棄物量-資料範圍,總重量(有害+非有害)-數據(公噸),總重量(有害+非有害)-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證,廢棄物管理政策或減量目標
1111005,110,2850,新產,,總公司,,總公司,44.8800,總公司,0.1000,服務,N,因應氣候變遷對企業現在及未來的潛在風險，強化與落實垃圾分類，預期111年減少1.3%生活垃圾
1111005,110,2851,中再保,,母公司,,母公司,3.9600,母公司,,,N,詳本公司110年報p.49
1111005,110,2852,第一保,,全公司,,全公司,72.4210,全公司,,,N,依據本公司規範所訂定之文件保存期限，實施過期文件之定期銷毀。因近幾年業績成長，故每年出單件數及理賠件數均大幅成長，預計未來之銷毀數量將逐年上升；目前雖然因為紙張用量大而產生相對數量之銷毀量，為求降低銷毀量、減少樹木砍伐，降低更多二氧化碳排放量，將搭配資訊系統作業減少紙張使用，並委託通過環保署認可之廠商執行水銷作業回收紙漿，該環保署認可之廠商並將紙漿製成再生紙相關用品，供應給社會大眾。
1111005,110,2855,統一證,,總部大樓,,總部大樓,75.1400,總部大樓,0.1149,人均,N,ISO14064-1(SGS驗證總部大樓)處理廢棄物過程中溫室氣體排放量
1111005,110,2867,三商壽,,信義總公司,,信義總公司,9.6200,信義總公司,,,N,落實資源再利用政策確實將垃圾分類與資源回收做到最好。將紙類回收再利用、廢電池集中回收、裝潢廢棄物透過合格廠商丟棄、職場綠化盆栽再利用，延長使用年限或委由廠商收回處理，盡可能將廢棄物處理發揮最大效益。
1111005,110,2880,華南金,,國內各子公司營運總部,,國內各子公司營運總部,268.6000,國內各子公司營運總部,,,N,尚待訂定
1111005,110,2881,富邦金,,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,912.0000,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,0.0255,人 (員工),ISO14001、ISO14064,以2021年為基準年，至2022年人均一般事業廢棄物較基準年減少2%，至2025年較基準年減少5%。
1111005,110,2882,國泰金,,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,1246.2900,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,26.8400,總員工數,ISO14064-1,短期(2020年)相較於2017年減少15%廢棄物產生量，中長期(2021-2024年)相較於2017年減少20%以上廢棄物產生量
1111005,110,2883,開發金,,包含合併報表之母子公司，員工涵蓋率99.27%,,包含合併報表之母子公司，員工涵蓋率99.27%,488.7300,包含合併報表之母子公司，員工涵蓋率99.27%,,,N,落實廢棄物回收統計
1111005,110,2884,玉山金,0.0000,100%持有合併財務報表之母子公司，其中95%國內據點有實際盤查，另外5%海外據點為推估值,697.8000,100%持有合併財務報表之母子公司，其中95%國內據點有實際盤查，另外5%海外據點為推估值,697.8000,100%持有合併財務報表之母子公司，其中95%國內據點有實際盤查，另外5%海外據點為推估值,0.0120,營收百萬元,ISO 14001、ISO 14064,以2016年為基準，至2025年每單位營收一般廢棄物量減少40%
1111005,110,2885,元大金,,公司或包含合併財務報表之母子公司之台灣營運範疇,,公司或包含合併財務報表之母子公司之台灣營運範疇,661.1800,公司或包含合併財務報表之母子公司之台灣營運範疇,0.0600,人均產生廢棄物,ISO 14001,落實廢棄物秤重及減量管理並且年減1%
1111005,110,2886,兆豐金,0.0000,包括集團五棟自有大樓（兆金、兆吉、兆證、兆產及衡陽等大樓）廢棄物。,125.7560,包括集團五棟自有大樓（兆金、兆吉、兆證、兆產及衡陽等大樓）廢棄物。,125.7560,包括集團五棟自有大樓（兆金、兆吉、兆證、兆產及衡陽等大樓）廢棄物。,0.0149,人均,N,目前暫定年減1%之減廢目標，110年不可回收垃圾較109年減少13%，已達成目標。本集團自111年1月1日起擴大統計國內全數據點廢棄物重量，預計112年訂定正式集團廢棄物量減量目標。
1111005,110,2887,台新金,,以台新銀行三棟自有大樓廢棄物量推估至全金控,,以台新銀行三棟自有大樓廢棄物量推估至全金控,804.8100,以台新銀行三棟自有大樓廢棄物量推估至全金控,0.0723,員工人數,GRI準則-核心選項與AA1000AS v3第二類型中度保證等級查證,台新落實廢棄物管理，要求員工自備環保杯、紙張雙面列印回收再利用，並設置文具愛心回收箱鼓勵員工重覆使用等，以實際行動進行垃圾減量、資源整合齊共享。每日針對各項廢棄物作好分類，不可回收的生活垃圾，由清運商收取後運送到焚化廠處理；可回收再利用的廢棄物，先由員工自主分類，再委由專業合格的清潔廠商進行資源回收妥善處理。
1111005,110,2888,新光金,,100%包含合併財務報表之母子公司,,100%包含合併財務報表之母子公司,1907.8400,100%包含合併財務報表之母子公司,0.1200,人均廢棄物量,N,以2019年為基準至2025年廢棄物總製造量減少6%
1111005,110,2889,國票金,,,,,,,,,N,目前仍委任顧問規劃中。
1111005,110,2890,永豐金,,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,563.0560,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,0.0667,每人,"AA1000 Assurance Standard v3, Type 2 Moderate level of assurance","永豐金控之廢棄物管理目標為：每年較基準年2020年減量1%，金控及各子公司大樓所產生之廢棄物以生活垃圾為
大宗，可回收廢棄物則以紙類、寶特瓶、鐵鋁罐及電子產品廢棄物等四大類為主。所有一般事業廢棄物與可回收廢
棄物均委由合格廠商運送至焚化爐或回收場所。紙張廢棄物由負責單位統籌，依照文件資料銷毀細則辦理後，交由
造紙業者進行水銷，作為回收紙張原料；電子產品廢棄物的後續處理則依據安全資訊規範處理，與客戶個資相關之
數位資料遵循安全保密原則，交由合格處理廠商回收處理再利用。另，永豐金控自2019年起，以實際秤重機制評估
金控及各子公司共7棟自有大樓之廢棄物總量，2020年新增興大食安大樓共計8棟大樓，2021年擴增至國內所有營
運據點，營運過程產生之廢棄物總量為563.06 公噸，於同範疇比較下，較2020年減量達24.7%。"
1111005,110,2891,中信金,,中信銀行全據點及總部各子公司,,中信銀行全據點及總部各子公司,1014.0000,中信銀行全據點及總部各子公司,0.0680,人,ISO14064-1:2018,以2020年為基準年，訂定2022年廢棄物總量減少1%
1111005,110,2892,第一金,,國內全數營運據點。,,國內全數營運據點。,280.0000,國內全數營運據點。,0.0300,"280公噸/9,420人=0.030公噸",ISO 14001,設定110年垃圾清運量低於289.93公噸之目標。
1111005,110,2897,王道銀行,0.0000,母公司總部大樓，並包含2家子公司(中華票券金融股份有限公司、台灣工銀租賃股份有限公司)之總部廢棄物量,96.5500,母公司總部大樓，並包含2家子公司(中華票券金融股份有限公司、台灣工銀租賃股份有限公司)之總部廢棄物量,96.5500,母公司總部大樓，並包含2家子公司(中華票券金融股份有限公司、台灣工銀租賃股份有限公司)之總部廢棄物量,0.1570,員工人數,ISO 14001,王道銀行總部大樓各樓層皆設有分類回收站，標示各項廢棄物應丟棄類別，且均委託領有環保局廢棄物清除許可證之專業合格清理廠商辦理清運作業。王道銀行持續推動廢棄物減量措施，包括：會議皆不提供瓶裝水、同仁自備水杯取飲用水、販賣機停賣罐裝水、交誼廳停止提供瓶裝水以及吸管等等；此外，王道銀行為台灣首家原生數位銀行，各項金融服務皆可於線上進行，大幅減少各項業務申請表、通知單以及對帳單等紙張印製。王道銀行設有短期(2023年)、中期(2025年)及長期(2030年)之人均廢棄物產出量減量目標，分別較基準年減量0.5%、0.7%及1%。
1111005,110,2901,欣欣,0.0000,包含合併財務報表之母子公司,192.4000,包含合併財務報表之母子公司,192.4000,包含合併財務報表之母子公司,,,N,每年減量至少1%
1111005,110,2903,遠百,,僅母公司,,僅母公司,6776.0000,僅母公司,14.4500,億元營業額,N,設立KPI管控廢棄物，以達零成長。
1111005,110,2904,匯僑,,臺中港西二及西五槽區,,臺中港西二及西五槽區,47.2200,臺中港西二及西五槽區,,,N,刻正研議中。
1111005,110,2905,三商,,,,,,,,,N,參考國際倡議及政府環保政策，擬定廢棄物管理政策及設定目標（未來五年內廢棄物每年降量1%）
1111005,110,2906,高林,,,,,,,,,N,無
1111005,110,2908,特力,,特力(股)總部及楊梅物流中心,,特力(股)總部及楊梅物流中心,402.6000,特力(股)總部及楊梅物流中心,0.0200,百萬營收,N,針對各項廢棄物做好分類，不可回收的生活廢棄物，委託政府核可之廢棄物處理廠商代為妥善處理，可回收再利用者則委交專業合格的資源回收廠商回收再利用；持續提高可回收再利用的比率。
1111005,110,2910,統領,,,,,,,,,N,0
1111005,110,2911,麗嬰房,,,,,,,,,N,無
1111005,110,2912,統一超,,"實際統計包含總部大樓及1,010家門市、推估值包含9 處區辦公室及5,369家門市。",,"實際統計包含總部大樓及1,010家門市、推估值包含9 處區辦公室及5,369家門市。",56156.0100,"實際統計包含總部大樓及1,010家門市、推估值包含9 處區辦公室及5,369家門市。",7.4000,門市數,AA1000 type2,"統一超商於整體廢棄物管理策略遵循3R原則，透過減量、回收與再利用，最少化不可回收廢棄物，除掌握廢棄物產生量與確保妥善處理外，亦將「便利」與「回收」行動有效結合，發揮多據點的特性，協助民眾回收資訊類廢棄物。針對因產品與服務所產生之包裝包材廢棄物，雖未納入自有營運的範圍，屬於價值鏈下游之廢棄物，我們仍然關注塑膠的難以分解特性對環境所帶來的衝擊，善盡企業社會責任，從「源頭減量」、「創新包材」、「鼓勵自帶」三面向著手，並擴大推動門市回收機制，逐步降低社會對一次性塑膠的依賴。
為強化門市不可回收廢棄物(不含食品廢棄物)的管理成效，統一超商以2019年為基準年，將平均單店產生之廢棄物作為管理目標，以2021較基準年下降1%，至2025年較基準年下降15%為目標。
因便利商店服務型態所產生之剩食，亦是統一超商無法迴避的重要議題。超商營運所產生之食品廢棄物型態依供應鏈流程可分為四類，包含上游代工廠生產產生之廚餘、物流運送作業中產生之耗損、門市營運所產生之鮮食報廢品及廚餘。無法妥善處置之食品廢棄物不僅浪費食材，進而衍生糧食安全的問題，亦會在垃圾掩埋場分解的過程中排放溫室氣體，加劇溫室效應。因此，統一超商在2020年宣布2030年剩食減半目標，並於2021年起推行四大策略方針，分別為：鮮食報廢率逐年下降、代工廠生產損耗下降、物流作業耗損下降，及門市廚餘回收率上升；統一超商透過這四項指標定期追蹤績效，持續在生產、訂貨配送、零售等三個階段，規劃剩食減量及降低食材耗損專案，從源頭減少剩食。
未來我們將持續追蹤廢棄物的數據並積極擴大門市落實資源回收、資源再利用與減塑行動，加強門市不可回收廢棄物管理。"
1111005,110,2913,農林,,,,,,,,,N,無資料
1111005,110,2915,潤泰全,,,,,,,,,N,NA
1111005,110,2923,鼎固-KY,,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,27969.2500,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,0.5800,新台幣十萬元營收,N,除了從設計源頭減少不必要的資源投入，降低廢棄物的產生外，更持續推動垃圾分類，以提升資源使用效率。
1111005,110,2929,淘帝-KY,,,,,,,,,N,本公司致力於提升各項資源之利用效率，向員工提倡低碳辦公、節水節電等良好習慣，且建立了光伏發電站。
1111005,110,2939,凱羿-KY,,,,,,,,,N,公司目前尚未統計過去兩年廢棄物總量，未來將逐步進行改善。
1111005,110,2945,三商家購,,物流部紙箱回收數據,,物流部紙箱回收數據,300.0000,物流部紙箱回收數據,,,N,物流部回收近289噸紙箱、931箱玻璃瓶空籃。針對可回收廢棄物持續執行回收計畫，每半年進行乙次統計，下次統計時間為民國111年12月。
1111005,110,3002,歐格,,,,,,,,,N,無資料
1111005,110,3003,健和興,,母公司,,母公司,109.5500,母公司,0.0000,產品,ISO 14001,"本公司廢棄物管理均確實按照環保法令規定，執行清除處理或再利用，以合法、有效地執行廢棄物之分類、收集、儲存、管理、清運。2021年無有害廢棄物外運往海外情形，均由合格廠商於國內進行回收、清運及再利用處理。
2021年廢棄物總處理量的再利用率為 71.17 %，較2020年的再利用率 49.05% 增加22.09%，主要是「金屬表面處理廠」的生產量較前一年明顯增加，故可再利用的銅污泥產生量增加且再利用率(%)提升健和興生產銷售之產品為工業性產品，非屬消費性與終端性產品，售出產品之工業包裝由下游客戶自行回收再利用，本公司未進行回收。"
1111005,110,3004,豐達科,,母公司,,母公司,387.2900,母公司,0.3000,單位:百萬營業額,ISO9001、ISO14001,製程改善回用，減少廢棄物量
1111005,110,3005,神基,1629.6800,涵蓋神基投控暨其八家子公司,4250.4600,涵蓋神基投控暨其八家子公司,5880.1400,涵蓋神基投控暨其八家子公司,5.4742,營業額,GRI Standards核心依循選項與AA 1000 ASv3 Type1 中度保證等級的要求,為降低廢棄物對環境衝擊並進行資源永續利用，神基投控透過將廢棄物依用途與性質進行全面識別分類，將可重複使用與利用資源優先於廠內進行再生利用。並針對不同類別制定儲存、清除相關標準規範，一般廢棄物委請當地廠商進行回收再生利用，有害廢棄物經分類收集後委由當地合格業者處理，中國廠區針對危廢運送車輛，均派人隨車確認確實抵達並由廠商簽收處理。內部有《廢棄物管理程序》作為依循。廢棄物處理流程包括種類、數量、處理機構等文件紀錄均追蹤管理，並針對相關處理人員進行培訓，確保員工了解廢棄物處理風險與管理方式。
1111005,110,3006,晶豪科,0.8707,母公司,16.2550,母公司,17.1257,母公司,0.0007,廢棄物量/百萬營業額(個體),N,至114年較108年減少2%
1111005,110,3008,大立光,25.0000,母公司,2472.0000,母公司,2497.0000,母公司,,,N,將廠內可用製成原物料/廢棄物轉為回收再利用，對於廠外來源的可回收物品，則要求供應商重複利用，減少不必要資源浪費。針對焚燒處理之廢棄物改採回收再利用。
1111005,110,3010,華立,0.0000,僅母公司,5.5000,僅母公司,5.5000,僅母公司,,,N,關於離場的紙類文件除焚化外，為落實循環經濟之永續目標，利用大型裁切機將廢紙裁切至約1cm2紙塊，經過壓縮形成紙磚，而後將紙磚送至造紙廠並轉化成紙漿，最後作成再生紙供二次使用。
1111005,110,3011,今皓,,,,,,,,,N,無資料
1111005,110,3013,晟銘電,172.0000,包含合併財務報表之母子公司,4341.0000,包含合併財務報表之母子公司,4513.0000,包含合併財務報表之母子公司,,,N,採取分類管理、資源回收、防止浪費、避免污染的處理原則將一般廢棄物、可回收廢棄物、危險廢棄物分類集中回收處理，透過預防、減量、回收與再使用，大幅減少廢棄物的產生，降低環境衝擊。
1111005,110,3014,聯陽,2.1400,母公司,184.5000,母公司,186.6400,母公司,,,N,每年定期清運廢棄物
1111005,110,3015,全漢,,母公司與部分子公司的一般事業廢棄物,,母公司與部分子公司的一般事業廢棄物,262.1200,母公司與部分子公司的一般事業廢棄物,0.0157,百萬營業額,N,"廢棄物管理政策:
考量產品週期要求納入考量，以減少廢棄物處理量與改善環境績效；委外處理的廢棄物，依廠址所在地選擇合格廠商進行清處，並按環境管理系統，針對廢棄物生產、分類與收集、回收與清運，均妥善管理及記錄。
減量目標:
2022年廢棄物總量較2021年減量 1%"
1111005,110,3016,嘉晶,5.2724,僅母公司,133.3044,僅母公司,138.5768,僅母公司,0.0015,產品,ISO 14001,進行控片及預熱環減量，以及資源回收比例大於廢棄物總量之30%
1111005,110,3017,奇鋐,574.4100,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,1674.7900,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,2249.2000,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,4.7500,"廢棄物總量/營業額= 2249.20噸/ 47,332 TWD’M=4.75%",N,視各廠區自定之目標管理
1111005,110,3018,同開,,,,,,,,,N,無
1111005,110,3019,亞光,,,,,,,,,N,尚未訂定
1111005,110,3021,鴻名,,,,,,,,,N,"(1)電池、光蝶片、碳粉夾、紙類等應落實資源回收分類機制
(2)推動全員垃圾減少量。
(3)公司所產生之廢棄物依法令規定執行並落實資源回收機制。
(4)強制遵守資源回收規定落實環保政策。"
1111005,110,3022,威強電,,,,,,,,,N,"本公司積極推動節能減碳運動，並訂定「廢棄物管理程序」，鼓勵廢棄物分類回收
等，以降低對環境的衝擊。"
1111005,110,3023,信邦,95.4800,集團100%持股之11個據點,862.7600,集團100%持股之11個據點,958.2400,集團100%持股之11個據點,0.0030,"95.48(噸)/25,530.706(新台幣百萬元,2021年營收) = 0.003",ISO 14001,一般廢棄物回收率達 80 %  、有害廢棄物回收率達 30 %
1111005,110,3024,憶聲,0.0000,總公司辦公室,12.0000,總公司辦公室,12.0000,總公司辦公室,,,N,本公司持續朝節約資源使用，減少廢棄物產生，加強物資回收再利用，並妥善處理廢棄物，以達垃圾減量，降低公司營運對自然環境及人類的衝擊。
1111005,110,3025,星通,,,,,,,,,N,不適用
1111005,110,3026,禾伸堂,,母公司,,母公司,1114.0600,母公司,0.0600,產品,N,"1.廢塑料作為固體再生燃料(SRF)回收再利用，目標廢塑膠回收量≧100,000公斤/年
2.提升廢溶劑回收處理量能，目標140,000L/年提升至200,000L/年"
1111005,110,3027,盛達,,,,,,,,,N,無資料
1111005,110,3028,增你強,,母公司,,母公司,26.3000,母公司,0.0006,營業額,N,詳年報揭露
1111005,110,3029,零壹,,,,,,,,,N,無。
1111005,110,3030,德律,0.0000,母公司,54.6940,母公司,54.6940,母公司,0.0003,產品,TUV:ISO 9001,"廢棄物分類進行資源回收，與廢棄物收受商合作使廢棄物再利用資源化。
110年度廢棄物產出數據56.694公噸，56.694公噸進行再利用資源化應用"
1111005,110,3031,佰鴻,0.0000,含合併報表母子公司,309.7000,含合併報表母子公司,309.7000,含合併報表母子公司,0.2020,佰萬營收,N,"持續測量及監控廢棄物管理情形
提升營運資源回收率
三年內達成降低廢棄物總量1%為目標"
1111005,110,3032,偉訓,,,,,,,,,N,無
1111005,110,3033,威健,0.0000,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,21.4840,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,21.4840,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,0.0019,公噸/樓地板面積m2,N,"【廢棄物管理】
1. 依據台灣各營業據點之各縣市政府法規及中央法規規範，依法處理廢棄物回收、管理及分類，且委託之廢棄物處理廠商皆為當地環保局核可之廢棄物處理廠商。
2. 重覆使用廢棄物中的紙箱、包材及紙張。
3. 每年安排二次機密文件送至合格紙廠水銷製成再生紙。
4. 各項事業廢棄物均採集中式管理及廢棄物分類。
5. 每月透由大樓廠辦管理中心記錄廢棄物數量與清運本公司分攤數據。
6. 報廢電子產品則委請合格廠商進行報廢或回收再利用，並提供相關處理過程證明做後續追蹤。
7. 總務單位針對各營業據點廢棄物處理狀況及其產量進行檢視，如有發現垃圾量異常狀況，則請各單位提出原因分析及檢討改善。
【目標】達成每年較上一年垃圾廢棄物重量減少1~2%的目標。"
1111005,110,3034,聯詠,36.9900,母公司,47.1000,母公司,84.0900,母公司,0.0006,新臺幣百萬營業額,N,一般事業廢棄物回收率>50%
1111005,110,3035,智原,,母公司,,母公司,14.6700,母公司,0.0020,營業額,N,未來智原科技將持續朝節約資源使用，減少廢棄物產生，促進物資回收再利用，減輕環境負荷方向努力，達成垃圾減量、資源回收再利用之目標，並促進資源永續利用，共創地球環保。
1111005,110,3036,文曄,0.0000,包含合併財務報表母子公司之台灣各營運據點,118.3300,包含合併財務報表母子公司之台灣各營運據點,118.3300,包含合併財務報表母子公司之台灣各營運據點,,,N,"未來將持續減少採購一次性消費品、優先使用耐久循環性產品、加強對同仁減廢減碳宣導
力度，落實垃圾分類及資源回收再利用等作為。"
1111005,110,3037,欣興,,母公司及部份子公司,,母公司及部份子公司,121941.0000,母公司及部份子公司,1.1700,百萬元營業額,ISO 14001,廢棄物再利用率90%↑
1111005,110,3038,全台,32.0000,母公司及東莞廠,192.0000,母公司及東莞廠,224.0000,母公司及東莞廠,0.2300,每一標準工時產出量,N,"臺灣營運總部與東莞廠110年每一標準工時
產出廢棄物各為0.22公斤與0.29公斤，設定
目標各為0.44公斤與0.34公斤以下，故皆已
達成目標。具體採取之減量措施為持續改善
生產製程，且公司產品由傳統液晶模組轉換
成觸控螢幕，原物料使用量減少，廢棄物產
生量相對減少。"
1111005,110,3040,遠見,0.0000,母公司,500.0000,母公司,500.0000,母公司,,,N,(1)用電燈具已全部換成LED裝置(2)新購置冷氣均採節能標章(3)裝置室內新風系統，可減少冷氣使用(4)回收紙政策，已使回收紙達到總影印量三成以上(5)&#40724;勵員工搭乘大眾運輸工具，目前100%員工均以捷運或公車為上下班交通工具。
1111005,110,3041,揚智,,僅母公司,,僅母公司,41.0000,僅母公司,0.0006,產品,N,辦公室加強分類及資源回收，鼓勵同仁自備餐具以達垃圾減量目標
1111005,110,3042,晶技,144.9000,台灣晶技平鎮廠,84.7100,台灣晶技平鎮廠,229.6100,台灣晶技平鎮廠,0.0197,以個體營收計算，單位 : 新臺幣佰萬元,ISO 14001,我們致力於環境保護及訂各項減量計畫，並以「製程零廢棄」做為廢棄物管理的最終目標。持續透過製程改善減少原物料的使用及廢棄物的產生、將廢溶劑回收再利用及民生減量措施減少使用免洗餐具、減少廚餘產生量、提高資源回收率。
1111005,110,3043,科風,,,,,,,,,N,規劃中
1111005,110,3044,健鼎,130567.0000,健鼎-平鎮/無錫/湖北廠區,39994.0000,健鼎-平鎮/無錫/湖北廠區,170561.0000,健鼎-平鎮/無錫/湖北廠區,0.0027,營業額,"由UL驗證的Zero Waste to Landfill Platinum Operations零填埋白金等級認證,詳見我司官網www.tripod-tech.com",平鎮廠110年目標為廢棄物回收百分比較109年提高2%，本年度回收佔廢棄物總重量為94%，與109年回收比91%相比，提高3%，已達目標。
1111005,110,3045,台灣大,0.0000,2021,1625.0653,2021,1625.0653,2021,0.0000,營業額,依中華民國會計研究發展基金會確信準則公報第1號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信,2030年不可回收廢棄物總量較2017年減少40%
1111005,110,3046,建碁,,包含合併財務報表之母子公司,,包含合併財務報表之母子公司,2.0000,包含合併財務報表之母子公司,0.0000,百萬營業額,N,"為落實環境保護之承諾，本公司致力於回收廢棄物、遵守環保法規, 並承諾污染預防與持續改善，相關措施如下：
(1)一般垃圾：由同仁自行分類收集後丟棄於回收箱。
(2)資源垃圾：資源垃圾均丟棄於回收箱，再由清潔人員二次細項分類。"
1111005,110,3047,訊舟,,,,,,,,,N,包材回收再利用。無紙化線上簽核系統。 達成由源頭減量，並進而達到減廢目的。
1111005,110,3048,益登,,僅母公司(台灣區),,僅母公司(台灣區),8.0000,僅母公司(台灣區),0.0001,百萬營業額,N,NA
1111005,110,3049,和鑫,356.1500,和鑫光電股份有限公司,1088.6300,和鑫光電股份有限公司,1444.7800,和鑫光電股份有限公司,0.0029,產品,N,推動製程循環使用，廢棄物產出總量減量-2030年廢棄物產出總量減量50%，2021年執行成果:↓37.3%
1111005,110,3050,鈺德,195.0000,僅母公司,52.0000,僅母公司,247.0000,僅母公司,,,ISO 14001,每年減少癈棄物量1%
1111005,110,3051,力特,0.0000,母公司,542.5400,母公司,542.5400,母公司,0.1700,營業額,ISO 14001,回收溶劑與碘減少廢棄物產生
1111005,110,3052,夆典,,,,,,,,,N,無
1111005,110,3054,立萬利,,,,,,,,,N,無
1111005,110,3055,蔚華科,,,,,,,,,N,廢棄物分類資源回收，電子化減少用紙。
1111005,110,3056,總太,,,,,,,,,N,無
1111005,110,3057,喬鼎,,母公司,,母公司,680.5660,母公司,0.8958,百萬營業額,N,"所有產品全都符合 ISO14001、WEEE、RoHS及 REACH 規範，也承諾盡可能審慎規劃增加使用回收材料，致力於推動綠色產品設計及製造
廢棄物管理與回收等，以每年減量1%以上為目標。"
1111005,110,3058,立德,,,,,,,,,N,無
1111005,110,3059,華晶科,,母公司,,母公司,24.0000,母公司,,,N,以廢棄物減排1%為目標，110年未達成目標，111年將持續進行減排。
1111005,110,3060,銘異,0.0000,僅桃園市龜山區母公司範疇,6935.0000,僅桃園市龜山區母公司範疇,6935.0000,僅桃園市龜山區母公司範疇,6915.0000,產品,ISO 14001,單位產能的廢棄物量較去年減量2%
1111005,110,3062,建漢,,僅母公司,,僅母公司,13.1600,僅母公司,,,N,依規定訂定廢棄物清理計畫書
1111005,110,3090,日電貿,,委託專業廠商資料銷毀，製成再生紙,,委託專業廠商資料銷毀，製成再生紙,6.5300,委託專業廠商資料銷毀，製成再生紙,,,N,紙本資料銷毀讓廠商回收再利用製成再生紙。
1111005,110,3092,鴻碩,,合併財務報表之重要子公司-鴻碩蘇州公司,,合併財務報表之重要子公司-鴻碩蘇州公司,81.1210,合併財務報表之重要子公司-鴻碩蘇州公司,0.0001,營業額,ISO 9001,"1.年度減排2%，每年度持續加乘減排。
2.大氣污染因子總排放量削減20%以上目標.
3.年度固體廢物總排放量削減5%以上目標.
4.增加廢氣處理設施由無組織排放改為有組織排放,新增廢氣處理設施3台.
5.進行垃圾分類,增加可回收利用資源使用.
6.使用可循環利用的包裝容器,減少固廢產生."
1111005,110,3094,聯傑,,母公司,,母公司,7.3800,母公司,0.0269,營業額,N,聯傑國際將持續朝節約資源使用，減少廢棄物產生，促進物資回收再利用，減輕環境負荷方向努力，達成垃圾減量、資源回收再利用之目標，並促進資源永續利用，共創地球環保。2022年廢棄物較2021年日減量1公斤。
1111005,110,3130,一零四,,包含合併財務報表之母子公司全台營運據點,,包含合併財務報表之母子公司全台營運據點,29.2500,包含合併財務報表之母子公司全台營運據點,0.0400,員工人數,N,"本公司未從事產品之組裝及實際生產不會有環境污染之製程，故不會產生廢水排放或空氣汙染之情事，惟本公司於企業內部仍持續推動各項節能減碳策略。
相關措施具體作為如下：
1.委外專業清潔公司，指派專人每日清掃，以及設置資源回收桶進行資源分類，項目包括：紙、玻璃瓶、鐵鋁罐、塑膠類與廢電池，皆委託合格廠商進行後續處理，降低對環境之影響。
2.鼓勵員工自帶環保杯與餐具、紙張重複利用、減少廢棄物。"
1111005,110,3138,耀登,,僅母公司,,僅母公司,5.5000,僅母公司,0.0000,營業額,N,"1.持續加強廢棄物回收及減量動作，使用之包材回收持續再利用。
2.定期追蹤與管理廢棄物減量：與109年相較，110年廢棄物人均量為：5kg/人, 較前一年廢棄物人均量減少1kg/人。"
1111005,110,3149,正達,0.0000,母公司,751.5100,母公司,751.5100,母公司,0.3100,"751.51公噸/個體營收淨額2,431百萬元",ISO 14001,無資料
