出表日期,報告年度,公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證,提升能源使用效率政策,使用再生物料政策
1111005,110,2712,遠雄來,,,N,,
1111005,110,2722,夏都,,,N,N/A,推行綠色採購，使用FSC認證衛生紙及使用綠建材逐步裝修汰換。
1111005,110,2723,美食-KY,,,N,直營或加盟門市之設計及採用之設備考量節約能源，希冀節省公司及加盟主之營業開銷，追求將節省之費用反映於產品售價，回饋予消費者。,依循主管機關針對公司所屬事業制定之規範，例如：行政院環境保護署2021年12月預告「一次用飲料杯限制使用對象及實施方式」草案，限制所有飲料店不得提供發泡塑膠（如保麗龍）材質之一次用飲料杯；另地方可因地制宜由直轄市、（縣）市政府提報實施日期，限制轄內飲料店不得提供塑膠材質之一次用飲料杯。
1111005,110,2727,王品,,,N,"節能燈管、節能空調、省水飲水機&水龍頭&馬桶，2021年採購金額$31,886,900(千元)",無
1111005,110,2731,雄獅,,,N,無,無
1111005,110,2739,寒舍,,,N,寒舍餐旅持續以「設備汰舊」為節能方案主軸，除了更換燈具、設備外，針對現有的建物與外牆進行結構檢查，也透過中央空調監控進行控管並偵測二氧化碳排放，台北寒舍艾美則增設油污處理系統，使處理設備更加完備、達效能提升之目標。我們也將3台空調主機改成變頻空調機主機，並將空調主機之方型冷卻水塔風扇更換成變頻風扇，並於未來持續於各館推行省電變頻設備更換，達成年度節能減碳之目標。,無。
1111005,110,2748,雲品,,,N,"雲品國際積極落實Go Green之永續發展，已於2019年訂定環境政策及管理行動計畫定期追蹤及更新規範，建立以符合當地法規為主要優先考量的環保申訴機制，積極實施減塑、植樹減碳等措施。雲品國際於本年度並無任何違反環保法規遭主管機關處分之情事。
為了守護獨一無二的地球，雲品國際建立「能源查核管理組織」，由管理、推動及執行三個階層小組構成，各部門同仁共同合作落實每一項節能政策與方案。同時，高階主管亦定期召開會議檢討節能方案之推動成效，決議優先採購能源效率較高之設備，與員工或供應商溝通節能改善之策略，積極鼓勵同仁參與相關節能進修及教育訓練課程。雲品國際2021年主要能源使用來自外購電力，其溫室氣體排放量占整體86%，其次為天然氣、液化石油氣及汽柴油。
詳細說明請詳2021永續報告書。",無
1111005,110,2753,八方雲集,,,N,尚無資料,尚無資料
1111005,110,2801,彰銀,,,ISO 50001,本行採取積極措施來減少能源消耗，持續推動節能方案及日常管理，並落實本行之能源政策「持續改善能源績效、發揮能源價值」、「遵守能源管理法規、推廣節能理念」、「支持採購省能產品、建置節能環境」、「持續投入必要資源、實現目標和指標」，為地球環保盡一份心力。,無
1111005,110,2809,京城銀,,,ISO 50001,永續發展實務守則 (https://customer.ktb.com.tw/new/api/file/download_file/2187),永續發展實務守則 (https://customer.ktb.com.tw/new/api/file/download_file/2187)
1111005,110,2812,台中銀,,,N,N/A,N/A
1111005,110,2816,旺旺保,,,N,"1.照明節能
● 每天中午休息時間均按時熄燈。如需使用照明設備，僅限用自己辦公座位部份之照明。
● 隨手關閉閒置電器設備；評估採光需求，減少多餘燈管數，並採用節能省電燈管。
● 加班同仁僅開啟自己座位部份之照明、無人使用之儲藏室也須隨時關燈。
2.空調節能
● 會議結束隨手關閉空調設備。
● 總部、分公司、各通訊處皆定期清洗保養冷氣濾網，維持冷氣效率，降低耗電，並逐步汰換老舊效能差之空調設備。
● 提醒下班同仁將個人電子設備皆關機，勿有閒置設備，浪費電力
● 採購各項具有環保標章、省能標章、省水標章及EER值高的設備，2021年度採購節能空調設備共計NT:127萬元。
● 制定自動檢查計畫，並確實執行。
3.數位化保單",全公司用紙量中，使用自行種植樹木方式，非砍伐天然森林。
1111005,110,2820,華票,,,N,華票環境永續策略(詳永續報告書),華票環境永續策略(詳永續報告書)
1111005,110,2832,台產,,,N,無使用再生能源,無使用再生能源
1111005,110,2834,臺企銀,0.7400,總行及國內125家分行,ISO 50001,更新老舊空調設備及全行辦公照明使用LED燈,執行綠色採購
1111005,110,2836,高雄銀,0.0000,母公司總行大樓,ISO 50001,111年度節電1%為目標，主要透過冰水主機冰水出水溫度管理及部分照明汰換為LED燈,持續關注再生能源憑證公開標售資訊
1111005,110,2838,聯邦銀,,,ISO 50001,"聯邦銀行能源暨環境管理政策
一、	遵守能源暨環境保護相關法令規章
二、	支持節能減碳，持續執行綠色採購
三、	注重教育宣導，強化員工節能認知
四、	提昇管理績效，建構永續經營環境
五、	落實辦理溫室氣體減量並予以揭露
六、	採用省水標章產品減少水資源浪費
七、	遵行廢棄物分類及資源回收再利用","一、 行舍裝修使用45%以上之綠色環保建材
二、推動紙張減量或無紙化措施(如：電子公文、電子帳單、紙張雙面列印或重複利用等)。
三、優先採購再生紙料生產之紙張(如：影印紙及廁所用紙等)"
1111005,110,2845,遠東銀,0.0000,母公司,ISO 50001,"遵守能源管理法規，提高能源使用效率；
健全能源管理系統，持續改善能源績效；
擴大採購節能產品，支持節能創新設計；
提升員工節能認知，強化能源管理溝通。","1.數位學習平台
開辦e-Learning學習平台，以線上學習的方式，替代教室訓練，減少學員交通時程的耗費、運輸造成的空污與碳排放及節約紙張。
2.服務無紙化
致力推廣辦公室無紙化作業，如：採用電子公文系統、各項作業表單流程E化等，並推行分行無紙化服務、優化數位平台，持續提升數位交易平臺的使用率，以減少客戶親臨分行辦理金融業務的碳足跡及紙張使用。
3.本行積極響應綠色採購，以行動愛護環境，逐年汰換高耗能裝置，採購具環保節能、省水標章及綠建材標章等產品，110年度綠色採購總金額約為1,806萬元，榮獲臺北市環保局公開表揚為『110年綠色採購典範單位』。
4.推動垃圾分類與減量、資源回收利用、節能減碳等相關措施，落實環境管理。"
1111005,110,2849,安泰銀,,,N,依據本行營運發展特性，應制定可衡量之節能減碳管理目標，以作為環境管理之量化績效管理指標；為持續推動各項能源管理措施，應定期檢視管理目標之持續性及相關性，每年定期揭露相關執行情形，以落實執行及管理成果。,無
1111005,110,2850,新產,,,N,未使用再生能源,未使用再生能源
1111005,110,2851,中再保,,,N,詳本公司110年報p.48,無資料
1111005,110,2852,第一保,,,N,"1.以QR Code或網址，讓客戶自行下載，減少紙張使用量。
2.111年用電量較去年度減少3%。",無
1111005,110,2855,統一證,,,N,ISO14001,"無
無"
1111005,110,2867,三商壽,,,N,實踐責任投資與綠色採購，除納入聯合國責任投資原則外，亦優先採購具有環保節能標章產品及可重覆使用之用品及節能設備。,使用對環境負荷衝擊低的再生物料，同時妥善維護資產使用，落實低碳辦公室。
1111005,110,2880,華南金,,,ISO 50001,尚待訂定,尚待訂定
1111005,110,2881,富邦金,0.0700,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,ISO 50001,富邦為降低營運場所能耗，持續更新用電設備提升用電效率，包含換裝LED節能燈具及感應照明器，裝設銀行ATM區域冷氣空調定時器，並進行設備管控及宣導教育，期能在更新設備及改變員工習慣雙管齊下提升整體能源使用效率。,無相關政策。
1111005,110,2882,國泰金,0.6200,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點，以及部份海外分支機構數據,ISO 50001,對應RE 100，金控、人壽、銀行、產險之總部預計於2025年達成百分之百使用綠電，而國內所有營業據點則於 2030年達到 100% 使用再生能源。,因產業關係不適用
1111005,110,2883,開發金,0.0000,包含合併報表之母子公司，員工涵蓋率99.27%,ISO 50001,提升再生能源使用、通過ISO 50001能源管理系統認證、用電及碳排放節電,落實廢棄物回收統計
1111005,110,2884,玉山金,2.6000,100%持有合併財務報表之母子公司,ISO 50001、ISO 14064,汰換老舊耗能設備及導入用電可視化能源管理系統,建置自發自用太陽能設備、購買再生能源憑證及再生能源電力
1111005,110,2885,元大金,1.2800,110年度再生能源採購量52.67萬度,ISO 50001,採用節能設備並設置能源監控管理系統,採用再生能源電力且再生能源使用量較前一年成長2%
1111005,110,2886,兆豐金,1.0000,包含合併財務報表母子公司之國內所有據點,ISAE 3000,兆豐金融控股股份有限公司永續發展政策,兆豐金融控股股份有限公司永續發展政策
1111005,110,2887,台新金,0.3100,據點涵蓋台新金控、台新銀行、台新證券、台新投信、台新創投、AMC及台新投顧，台新人壽於2021年7月加入台新金控，因相關盤查數據未滿一年故本次不納入人壽數字,ISO 50001,"為呼應「巴黎協定」（Paris Agreement）將全球升溫控制在2℃以內之目標，同時響應政府綠色政策、淨零承諾，台新訂定《環境永續政策》，推動「每年平均節電至少1%」的五年節能目標，進行各項節能減碳作業與能源績效改善；透過ISO 50001、ISO 14064-1:2018及ISO 14001定期審查、量測及監控，全力提升環境監控力度，預防企業營運對自然環境產生之影響，以達到企業與自然的共生。
台新在2021年期間透過多樣化方式積極進行綠色營運轉型及實踐。3月於金控、內湖及建北大樓響應「Earth Hour地球一小時」關燈活動，關閉霓虹燈、跑馬燈等耗能燈具，達成節能減碳及珍惜能源之目的。為減降通勤產生之碳排放量，9月於金控大樓增設三支電動車充電樁開放員工、客戶使用，並於10月加入「台灣淨零排放協會」成為創始會員。",在再生能源推廣方面，2021年新增建北大樓及八德大樓兩處太陽能發電場所，並完成關東橋大樓綠建築標章取得，也布局於2022年起開始採購再生能源綠電，以實際行動支持再生能源發展。
1111005,110,2888,新光金,0.0300,100%包含合併財務報表之母子公司,ISO 50001,新光金控環境保護承諾,新光金控環境保護承諾
1111005,110,2889,國票金,,,N,目前仍委任顧問規劃中。,月前仍委任顧問規劃中。
1111005,110,2890,永豐金,0.0200,僅母公司,"AA1000 Assurance Standard v3, Type 2 Moderate level of assurance","永豐金控已於2022年3月正式宣示將於2030年達成自身營運淨零，2050年達成全集團投融資組合淨零之目標。
在營運上，永豐持續推動綠色低碳作為，包括擴大溫室氣體盤查範圍以優化內部能源管理、推動節能減碳措施，
以及推行廢棄物管理與節約用水等措施；為提升再生能源使用率，2021年購得經國家再生能源憑證中心註冊認證
之再生能源憑證(T-REC) 7 張，此外，永豐銀行將於2022年7月起自主導入260萬度綠電(約當全行一年用電量的
10%，全金控一年用電量之7%)，並於自有辦公大樓展開建置屋頂型太陽光電實驗計畫，啟動綠能、低碳轉型計畫
，邁向永續金融願景。","就金融業貫徹ESG執行面而言，永豐金控已訂：於2025年營繕裝修綠建材 使用率達70%以上之目標，另藉年度
辦理供應商ESG講座時機，持續鼓勵供應商一同設定減碳目標，深化永續供應鏈管理。"
1111005,110,2891,中信金,0.1200,中國信託金融園區及臺中金融大樓,ISO 50001,"1.中國信託金融園區B1~B5停車場調整進風機運轉時間並關閉1小時
2.中國信託金融園區預冷空調箱往後開機1小時
3.主動響應蒙特婁公約協定，減少使用空調R22冷媒13件，設備老舊汰換15件
4.汰換分行招牌燈及行內燈管更新為LED燈，共計1,648支燈管",積極推動節能方案與裝設太陽能發電設備
1111005,110,2892,第一金,3.1810,"總能源資料範圍為本公司暨合併財報除「第一金證券亞洲」外之所有子公司。
110年購買及使用再生能源合計度數1,254,678度。
110年外購電力38,188,076度。1,254,678/(1,254,678+38,188,076)= 3.1810%",ISO 50001,"本公司及各子公司持續致力於提升能源之使用效率，相關措施如下：
業於17家分行大樓建置屋頂太陽能發電系統，並於萬華及華山分行設置「太陽能發電暨雨水回收生態水培綠屋頂」，110年累計發電約21.5萬度，並購買約104萬度之綠電、再生能源及碳權憑證，合計使用再生能源125.5萬度，並訂定111年購買及使用再生能源達163.7萬度之目標，持續增加使用再生能源之比重。
99年即組成「綠建築標章取得計畫」團隊，建立改造舊建築取得綠建築標章之標準作業程序(SOP)，至110年底已改造27棟自有舊建築取得鑽石級綠建築標章、1棟自有舊建築取得銅級綠建築標章、1棟自有舊建築取得合格級綠建築標章、2棟新建大樓取得黃金級綠建築標章及英國1棟舊大樓取得建築研究機構(BRE)PASS級綠建築標章。","本公司優先採購及使用取得綠建材標章、環保標章同時符合法規要求之各項建材及設備、器具，於110年6月取得第三方驗證機構核發之「ISO 20400永續採購指南績效評核」認證，110年綠色採購金額9,359萬元，連續七年獲臺北市政府頒發「民間企業與團體綠色採購」標竿單位；並進行內部公文無紙化，使用再生材質、可回收、低污染、省能源產品，會議及教育訓練亦盡量採視訊會議，減少因差旅產生之油耗及排碳量。"
1111005,110,2897,王道銀行,0.5400,母公司全台營運據點,ISO 50001,王道銀行之金融運算中心之設備、機櫃配置、製冷與散熱系統、供配電系統至維護管理系統，皆採用節能且使用效率高之產品；本行機房亦建置DCIM資料中心智慧管理平台，準確衡量及優化機房環境的各個設備運行狀況，避免資源浪費與增加耗能。除了建置智慧節能的機房運行，本行總部大樓亦規劃逐步汰換辦公室以及公共區域之耗能燈具，2021年共汰換264盞，節電效益達42.97%，本行亦持續加強各項硬體設備之節電控制以及導入ISO 50001:2018能源管理系統，測量並監控能源使用情形，以提升能源使用效率。,王道銀行之供應商以工程承攬、資訊設備、事務設備、耗材供應商為主，為實踐環境友善理念，於採購產品時積極選擇綠色產品與服務，優先考量具環保概念之廠商，以逐步提升與環保廠商合作的比例，此外，公共區域之各類耗材用品，亦優先採購具有環保標章的產品，王道銀行2021年考量環保概念之在地採購金額比例約99%。
1111005,110,2901,欣欣,,,N,每年提升至少1%,每年提升至少1%
1111005,110,2903,遠百,0.0517,僅母公司,ISO 50001,"1.依公司年度EUI計畫，建立KPI指標推行節電改善專案。
2.推動節能專案，以高用電佔比設備(空調、照明、升降設備…)作為主要改善項目。
3.針對其他耗電設備也同步進行改善空間討論。
4.配合政府實施5年節電5%之目標進行規劃改善。",購物紙袋紙漿原料經FSC驗證通過，且使用環保大豆油墨印刷。
1111005,110,2904,匯僑,,,N,刻正研議中。,本公司自民國109年起，全面採用工業用低硫燃料油(棕櫚油)替代既有之重質燃料油。
1111005,110,2905,三商,0.0000,母公司(建北大樓),N,減量用電、汰換老舊耗能設備（110年更換建北大樓老舊冰水主機）,無。未來將參考相關國際倡議及政府環保政策，分階段擬定政策與設定目標
1111005,110,2906,高林,,,N,無,無
1111005,110,2908,特力,,,N,基於產業屬性，公司積極進行電油管理，無論門市、倉庫或辦公區域，皆參考ISO50001制定節能管理作業，包括全面使用節能設備、調整合理的契約用電容量、建置太陽能板、物流採越庫作業控管運輸油耗、參與各地政府的節能活動及評比等，以提升能源使用效率。,藉由回收再利用及使用可生物分解材料，與供應商合作開發環保再生商品，並加強推廣，以提高環保再生商品的使用率。
1111005,110,2910,統領,,,N,0,0
1111005,110,2911,麗嬰房,,,N,本公司厲行節能減碳措施，除更換成高效率燈具，加強冷氣效能，縮短冷氣的供應時間及控制溫度；並推動無紙化作業。,本公司銷售之產品通過GOTS有機棉認證、Oeko-Tex Standard 100環保認證，提供對環境的品質保證。
1111005,110,2912,統一超,,,ISO 50001,"超商在滿足消費者需求的同時，落實節能減碳行動成為公司營運策略中重要的核心價值。超商以門市作為節能減碳實踐基地，活用本身通路特性推動節能減碳，延伸節能效益發揮企業影響力。
超商承諾：
1.遵守政府能源法規，落實能源持續改善。
2.擴大節能設計商店，開發販售節能產品。
3.達成能源優化目的，創造企業永續發展
為有效提升門市能源使用效率，統一超商針對新門市開設訂有設備與門市環境管理基礎要求，包含導入建築隔熱、招牌節能、燈具減量、減少開窗面積、採用變頻系統及LED燈具、室內照明管理等七大節能設計，並視個別門市條件導入節能風除室。既有門市則積極評估各項節能措施導入之可行性，並陸續汰換高效能設備。2021年統一超商門市透過七大專案成功節省68,968,976 度電與161,387,405元電費，同時也減少了間接排放34,622公噸CO2e。除了更替節能設備外，所有門市員工皆接受訓練，依照「門市節能自檢作業」針對冷氣、迴風扇、照明、冷藏冷凍櫃、招牌櫥窗等設備定期點檢，以確保設備能維持高效率運轉。我們亦同時與政府及相關學術單位合作，致力於提升門市的能源使用效率。",目前超商門市垃圾袋100%使用再次回收料，且利用回收的寶特瓶、牛奶空瓶委由Story Wear設計並再製，並攜手中華民國腦性麻痺協會，由腦麻兒家庭媽媽、中年二度就業的裁縫師100%手工製作成丹寧飲料提袋與報童包，實現從「搖籃到搖籃（Cradle to Cradle）」的理念」，當此商品最終需要被回收時，也可以100% 直接被回收，重新再製成全新的商品，期待創造多贏，消費者消費做環保也做公益，不僅協助在地弱勢團體，也減少廢棄物產生。
1111005,110,2913,農林,,,N,無資料,無資料
1111005,110,2915,潤泰全,,,N,NA,NA
1111005,110,2923,鼎固-KY,,,N,已導入能源系統智慧化、引入智慧電表進行能源相關的監控，並持續提升能源使用效率。,在兼顧安全性的前提下，積極考慮使用新型環保建築材料或具有節能標章之產品。
1111005,110,2929,淘帝-KY,,,N,本公司致力於提升各項資源之利用效率，向員工提倡低碳辦公、節水節電等良好習慣，且建立了光伏發電站。,公司已訂定供應商管理政策，要求供應商在環保等議題遵循相關規範，定期檢視供應商是否合規才會再行續約。
1111005,110,2939,凱羿-KY,,,N,本公司配合社區環境政策，致力於垃圾分類及資源回收，避免對環境造成危害。,本公司配合社區環境政策，致力於垃圾分類及資源回收，避免對環境造成危害。
1111005,110,2945,三商家購,,,N,"更換為變頻式冷氣機並汰換較耗電之臥櫃、加大燈具間距並降低燈具排數、更換招牌規格、門市採用循環扇、採用玻璃滑門冰溫櫃、裝設生飲等級淨水器，空調系統於打烊前30分鐘關閉、配置蔬果開放櫃保溫夜簾，相關措施共節省近752萬度電，共減少約3,770噸碳排放。",將於民國111年進行規劃
1111005,110,3002,歐格,,,N,無資料,無資料
1111005,110,3003,健和興,,,N,"透過各項設備與燈具之汰換或改善，2021年共節省電力度數89,300度:
1.照明設備: 午休時間關閉辦公室照明/燈管由T5改為LED。
2.空壓機設備: a.空壓機增加變頻控制，因應氣壓變化進行節能控制。
b.關閉部份使用效能較低空壓機。
3.無夜間辦公區域飲水機採用夜間恆溫，減少運作時間。
以上合計(度): 89,300。","1.內部周轉包材與辦公室紙耗材使用再生紙製品。
2.紅銅下腳料回收交付銅材供應商進行融銅再製後回廠使用。
3.塑膠射出骨料、下腳料有一定比例投入射出製程再使用。"
1111005,110,3004,豐達科,1.1400,母公司,N,規劃逐步增加再生能源使用,無資料
1111005,110,3005,神基,,,GRI Standards核心依循選項與AA 1000 ASv3 Type1 中度保證等級的要求,神基的能源政策朝珍惜資源、透過製程節能減排的手段來提升能源使用效率,以「愛護環境，再生永續」為目標，訂定了公司的環境政策。要求所有營運據點恪守當地環保法規，提倡珍惜地球資源、產品回收再利用，提升能源使用效率，減少溫室氣體排放，以及禁用對環境有害物質等行動來減少對環境造成衝擊
1111005,110,3006,晶豪科,,,N,,
1111005,110,3008,大立光,,,N,預計每年節電450萬度,無
1111005,110,3010,華立,100.0000,"母公司及子公司(全順、國軒、詠佳、富鈞、華恆),並未直接使用而是將能源提供於台電,但依發電量與消耗量計算,再生能源達100%。",N,2030年前減少50%的溫室氣體排放。,關於離場的紙類文件除焚化外，為落實循環經濟之永續目標，利用大型裁切機將廢紙裁切至約1cm2紙塊，經過壓縮形成紙磚，而後將紙磚送至造紙廠並轉化成紙漿，最後作成再生紙供二次使用。
1111005,110,3011,今皓,,,N,無資料,無資料
1111005,110,3013,晟銘電,5.6000,包含合併財務報表之母子公司,N,樓頂太陽能光伏發電項目、NCT油壓機加裝節能變頻器節能、寧波晟銘塑膠部注塑機節能改造,廢水回收再用。
1111005,110,3014,聯陽,0.0000,母公司,N,行政宣導節能減碳,無使用再生物料及再生能源
1111005,110,3015,全漢,5.1500,母公司與部分子公司,N,推動能源管理之效率提升、設備變更前評估優先選購省電設備，以符合法規要求。,目前無
1111005,110,3016,嘉晶,,,N,"1.持續節能專案汰換效能低之機具
2.評估儲能與綠能措施",回收使用包裝材再利用
1111005,110,3017,奇鋐,0.0000,深圳奇宏電子,ISO 50001,奇宏電子“十四五”期間積極開展節能改造措施，實現能耗強度持續下降，以2020年的能耗強度為基礎，預計2025年能耗強度下降5%。,無
1111005,110,3018,同開,,,N,無,無
1111005,110,3019,亞光,,,N,節電1%政策,尚未訂定
1111005,110,3021,鴻名,,,N,無,無
1111005,110,3022,威強電,,,N,"本公司遵循綠色設計理念，採購環保料件，生產產品均符合歐盟RoHS標準，持續致
力於有害物質限用；訂定「能資源使用管理程序」，宣導公司同仁落實資源再利
用，如回收紙影印、信封重覆利用、推行無紙化等。",確實執行垃圾分類及資源回收，降低對環境之衝擊。
1111005,110,3023,信邦,1.5000,集團100%持股之11個據點。能源使用包含電力(再生能源、非再生能源)、汽油、柴油、液化石油氣、天然氣)，經換算熱值(GJ)之佔比(1657.01/105997.29=1.5%),N,1.公務車電動化	2.提升再生能源使用 3.能源效率提升(ISO50001、能源管理平台),"1.包材循環：臺灣廠區所使用之紙箱類包材達90%可回收，塑膠類包材達80%為可回收，未來將積極透過包裝設計提升紙類包材的比例，以達成取代（或降低）塑膠類包材
2.環保標章/有機產品採購:2021年採購NTD 8,669,451元
3.RoHS採購:2021年臺灣據點符合RoHS採購比例為94%"
1111005,110,3024,憶聲,,,ISO 50001,提供所需的資源、達成能源目標、標的及績效，遵守能源管理法規、推廣節能理念。支持節能設計與採購，建置節能環境。,推動行政流程及表單電子化，降低紙張及碳粉耗用，持續宣導節能減碳、減少紙張、電力及水資源浪費。
1111005,110,3025,星通,,,N,不適用,不適用
1111005,110,3026,禾伸堂,,,N,"1.建置綠電
2.使用高效節電設備，目標更換冰機/傳統燈管更換成LED燈管","1.廢塑料作為固體再生燃料(SRF)回收再利用及PET回收再利用做為次級原料
2.提升廢溶劑回收處理量能作為次級清洗溶劑"
1111005,110,3027,盛達,,,N,無資料,無資料
1111005,110,3028,增你強,0.0000,母公司,N,詳年報揭露,詳年報揭露
1111005,110,3029,零壹,,,N,無。,無。
1111005,110,3030,德律,,,N,目前未使用再生能源,目前未使用再生能源
1111005,110,3031,佰鴻,,,N,無,無
1111005,110,3032,偉訓,,,N,無,無
1111005,110,3033,威健,,,N,"本公司提升能源使用效率政策，包含：設備或操作行為改善、使用低碳能源、商業模式低碳轉型等，說明如下：
一、 設備或操作行為改善
本公司溫室氣體排放源以使用電力為主，能源設備則是以照明及空調設備為主。在2050年淨零排放的目標下，除持續落實年均節電1%~2%要求，將逐步管制設備能效、推動老舊燈具及設備之汰換，以提升能源使用效率。
(一)設備能源效率提高
1. 滾動式檢討汰換老舊設備、注意公部門提供之稅費減免或補助，針對大樓廠辦，透由管委會建議，促使廠辦能逐步採用能效1級之空調設備。
2. 高耗能電腦機房減少實體主機，將實體伺服器以虛擬伺服器整合，減少實體伺服器的數量，以減少能耗和冷卻需求。
(二) 空調系統最佳化
尋求技術專家診斷，幫助了解目前空調能效現況，並發掘系統問題，以獲致系統參數設定調整及維護保養等建議，使系統運轉在最佳化狀態；針對大樓廠辦，透由管委會建議尋求裝設能源管理監控系統，或藉由研訂空調系統運轉效率標準，促使空調系統達最佳化操作。
(三) 老舊燈具汰換
提升照明光源效率標準，淘汰低效率光源，並適時導入LED或高效能燈具，並尋求專家裝設能源管理監控系統，以為節電之參考。
二、 使用低碳能源
營運及倉儲部門使用之運輸設備，因有油類之能源需求，而燃油是溫室氣體排放源之一。在2050淨零排放的目標下，將逐步提高運具電動化，將運輸設備逐步汰換為電動車、電動堆高機等設備。而員工上下班通勤工具，亦鼓勵員工朝電動化運具選擇。
三、 商業模式低碳轉型
2030年全球碳排必須減半，才能在2050年實現淨零碳排目標。但在有效管理碳排放之前，企業必須有能力準確量測全部範疇(範疇1~3)的排放，但企業營運本身所產生的碳排放量（範疇1、2），遠不及其上下游的供應鏈所產生的碳排（範疇3），因此企業無法憑一己之力完成，端到端整個價值鏈都必須追蹤和量測，為生態系統提供所需的產品層面數據，才能有效採取行動，減少整體碳足跡，且未來歐盟將於 2023 年試行碳稅，對於身處產業供應鏈中的半導體零組件代理商，需立刻採取行動，才能應對未來碳稅所可能添加的成本壓力。
(一)智慧科技運用
為達全面減碳，將從商業經營模式及產業價值鏈著手，尋求外部專家技術支援，掌握導入智慧科技及淨零排放技術，並就經營型態、場域進行調整及管理，基於公司營運及供應鏈特性，要求委外物流服務承攬業者亦須導入智慧科技及淨零排放技術，並要求逐步提高運具電動化，由智能撿貨、智能運算，優化路線，及減少燃料使用等方式，以達成端到端整個產業價值鏈低碳轉型，降低整體日常營運之碳排放。
(二)參與學習及導入智能設備
公司多參與觀摩能提供企業接觸減碳營運模式的學習機會，並藉外部專家導入智能設備(如:智慧能源管理系統)，收集用電資訊，分析掌握用電現況，並結合智慧控制及管理，有效提升系統能源使用效率。
(三)推廣綠色能源
氣候變遷已使節能減碳成為電子電器產品的主要訴求，本公司積極與上游原廠合作，望能在節能減碳產品投入盡一己之力，投入更多資源在相關應用方案的需求創造(Demand Creation)上，例如 電源管理、電動車充電樁、智能電網、風力發電、太陽能發電逆變器等都是綠色商機。目前上游原廠更已積極擴充化合物/第3類半導體產品之研發能量，本公司亦將投入資源在車用/電動車與工業能源相關市場，以開發更穩定、更具效率又低耗能的產品解決方案，以達減碳營運模式並掌握綠能產業商機。","本公司為 IC 半導體零組件暨電腦週邊設備代理經銷商，並無生產製造流程，因此，於再生物料政策上，強調循環經濟3R:Re-Use（回收再利用）、Re-Generating（資源再生）及Re-Manufacturing（產品再製），並積極地執行源頭減量，據此，再生物料政策落實面向，包含:
一、 將自原廠進貨的包裝箱、零件盒、防震材及Tray盤，回收再利用於出貨包裝。
二、 物流作業所需的包裝材料，如外箱、紙盒、紙板等，將規畫朝向選用可再生物料，能夠回收利用，或是經由大自然生物循環分解再生。
三、 辦公室及倉儲中心印表機/事務機的使用，優先使用回收紙、預設使用雙面列印、減少彩色列印，推動無紙化線上會議(TEAMS)。
四、 辦公室及倉儲中心一般廢棄物，落實資源再利用政策，對於各項事業廢棄物均採集中式管理及廢棄物分類，每月透由大樓廠辦管理中心委外廠商統一回收處理，記錄廢棄物數量與清運。
五、 對於報廢半導體零組件，由於電子廢料中仍含有金、銀、鈀、鉑等有價金屬，以及銅、 鉛、鋅、鋁、錫、鐵等可回收金屬，則委請合格廠商進行回收進行資源再生或再製，並提供相關處理過程證明做後續追蹤。"
1111005,110,3034,聯詠,0.0000,母公司,N,"持續規劃汰換舊設備和採購節能設施，提高能源使用效率。
持續推動節能措施，每年節電1%。",無
1111005,110,3035,智原,,,N,未來智原科技將持續進行設備汰舊換新，採用節能設備，以減少碳排放量。,智原科技於2022年規劃於新竹總部大樓屋建置太陽光電發電系統，預計裝置容量89.70KWp。
1111005,110,3036,文曄,0.0000,包含合併財務報表母子公司之台灣各營運據點,N,"1.積極尋找綠色能源，例如：購買綠電、再生能源憑證等。
2.逐步檢討汰換因老舊導致效能衰弱的設備。
3.定期實施高耗能設備保養。
4.優先採購高效率節能設備及具綠色標章產品。
5.各項設備、器具加裝節能控制器，自動開啟節能模式。
6.照明燈具及冷氣空調電源實施分區管控，並加裝定時控制器。
7.逐步將照明燈具、緊急出口指示燈全面更換為LED節能燈具，另照明度需求較低之場
所，在無安全顧慮下，設定隔盞開燈或減少燈管數。
8.配合午休時間，自動關閉非必要之照明設備。
9.牆面及天花板優先選用白色或淺色系列，增加光線反射效果，減少燈具數量。
10.冷氣空調溫度設定26～28℃，並適度搭配風扇使用。
11.定期派員巡檢無人員使用之照明、空調及投影設備等電源是否關閉。
12.使用頻率較低之公共空間照明，採用紅外線人體感應式開關。
13.安裝遮光簾降溫。
14.持續推動溫室氣體減量、垃圾分類及避免待機電力浪費等宣傳活動。
15.鼓勵同仁上下班、差勤及員工旅遊多利用大眾運輸工具或共享乘車。
16.增加辦公室環境綠化。",不適用。
1111005,110,3037,欣興,0.0000,目前尚未使用再生能源。,ISO 50001,建立並提供足夠資源，以維持環境/能源/水資源/職安衛管理等系統組織及運行制度，以提高績效及目標管理。,"欣興電子於ESG政策第七項訂有""響應綠色環保運動「減少使用、重複使用、循環使用」，並落實節能減廢及營造安全、舒適的工作環境。"""
1111005,110,3038,全台,,,N,無,無
1111005,110,3040,遠見,,,N,無工廠，無生產行為,無工廠，無生產行為
1111005,110,3041,揚智,0.0000,僅母公司,N,更換節能空調及設備，節省電力消耗,產品包材及公司耗材盡量使用再生材料
