出表日期,報告年度,公司代號,公司名稱,範疇一排放量(噸CO2e),範疇一資料邊界,範疇一取得驗證,範疇二排放量(噸CO2e),範疇二資料邊界,範疇二取得驗證,範疇三排放量(噸CO2e),範疇三資料邊界,範疇三取得驗證,溫室氣體排放密集度(噸CO2e/單位),溫室氣體排放密集度單位,溫室氣體管理之策略、方法、目標
1111005,110,6670,復盛應用,5730.5900,桃園廠,N,18582.8770,桃園廠,N,,,N,0.0028,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.原公司內部節能小組，最高管理層級提升為永續發展委員會。
2.每月進行績效檢討，追蹤與研討各項改善措施。
3.以智慧工廠策略，進行智慧減碳。
4.積極建置再生能源設施，擴大綠能使用。
(二)企業溫室氣體排放量減量目標
1.以2020為基準，至2025年減碳10%。
2.科學技術發展，動態調整減量策略，加速減碳。
(三)企業溫室氣體排放量減量之預算與計畫
公司每年均投入預算，積極進行節能減碳。2021-2022年母公司已投資超過2000萬，集團各子公司總合已達億元。
(四)企業產品或服務帶給客戶或消費者之減碳效果
持續節能專案，重大減碳成效如下(僅母公司，未包含子公司)
2021 年節能專案
- 節能空調系統：節省16.1萬度/年，減碳8.1萬kgCO2e
- 再生能源系統：太陽能裝置量290kw，節省31.8萬度/年，減碳16.18萬kgCO2e
2020 年節能專案
　- 冰水系統優化第二期：節省5.5萬度／年，減碳3.5萬kgCO2e。
2019 年節能專案
　- 水泵系統優化：節省36.1萬度／年，減碳23.1萬kgCO2e。
2018 年節能專案
　- EMS能源管理系統建置(Energy Manager System)
　- 冰水系統優化第一期：節省21.8萬度／年，減碳14萬kgCO2e。
"
1111005,110,6671,三能-KY,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.定期檢修或汰換耗能設備，持續推動減少能源使用。
2.遵行環保法規、客戶要求及其他相關規定。
3.全員參與節能減碳活動，以減少溫室氣體排放。
(二)企業溫室氣體排放量減量目標
以減少能源使用為方向。
(三)企業溫室氣體排放量減量之預算與計畫
預計完成溫室氣體盤查後，開始進行減量規劃及預算編列。
(四)企業產品或服務帶給客戶或消費者之減碳效果
目前未對服務或產品進行溫室氣體盤查，會先針對廠內碳排量做減量為首要方向。
"
1111005,110,6672,騰輝電子-KY,7657.9300,合併財務報表之子公司生產型廠區,N,19063.6200,合併財務報表之子公司生產型廠區,N,,,N,0.0035,千元營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.持續推動節能減碳措施並確實掌控溫室氣體排放狀況
2.遵守環保法規及其客戶要求。
3.積極增加綠色能源的使用比例。
(二)企業溫室氣體排放量減量目標
本公司溫室氣體排放透過節能政策、節能計畫的制訂與節能設施、設備運轉
(三)企業溫室氣體排放量減量之預算與計畫
擬研議控制溫室氣體的排放源，透過完善的管控，以期未來逐年降低溫室氣體的排放、用水量及廢棄物之減少。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司擬研議環境成本支出相關，持續關注各項環保支出與節能措施，朝溫室氣體、用水量及廢棄物量每年減量目標前進。
"
1111005,110,6674,鋐寶科技,17.3900,母公司,N,652.5300,母公司,N,,,N,0.2300,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
目前尚未建立相關機制，未來會規劃期程，訂定計畫及達成期限。
(二)企業溫室氣體排放量減量目標
目前尚未建立相關機制，未來會規劃期程，訂定計畫及達成期限。
(三)企業溫室氣體排放量減量之預算與計畫
目前尚未建立相關機制，未來會規劃期程，訂定計畫及達成期限。
(四)企業產品或服務帶給客戶或消費者之減碳效果
目前尚未建立相關機制，未來會規劃期程，訂定計畫及達成期限。
"
1111005,110,6691,洋基工程,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司推行節能減碳策略，不定期宣導全體員工配合實施，同時積極推動電子化簽核流程，減少紙張的使用，以減輕營運對環境帶來的衝擊。
(二)企業溫室氣體排放量減量目標
無資料。
(三)企業溫室氣體排放量減量之預算與計畫
無資料。
(四)企業產品或服務帶給客戶或消費者之減碳效果
無資料。
"
1111005,110,6698,旭暉應材,,,N,3585.6500,僅母公司用電,N,6.1300,僅母公司用水,N,,,
1111005,110,6706,惠特,29.3472,僅母公司,N,7105.0771,僅母公司,N,,,N,0.0012,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
目前本公司未制定溫室氣體規範政策及管理策略，視未來蓋新廠後制訂。
(二)企業溫室氣體排放量減量目標
每年達成減排1%;2024年後達成減排2%
(三)企業溫室氣體排放量減量之預算與計畫
本公司關注節能減碳及溫室氣體減量議題，在溫室氣體排放統計，
致力於降低每年度之排放量，其排放量與用電量息息相關，
本公司持續推動節能減碳政策、更換省電節能設備、油電公務車租賃使用、
宣導節電等用電習慣、空調溫度設定要求、設置冷凝水回收設備,
將空調冷凝水回收至冷卻水塔使用,水龍頭裝置節水器節省用水量，
避免不當的浪費。
(四)企業產品或服務帶給客戶或消費者之減碳效果
無。
"
1111005,110,6715,嘉基,391.2518,母公司及合併財務報表之大陸地區子公司,N,2839.0647,僅大陸地區子公司,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司訂定每季減量1%為目標，並且積極宣導及持續推動以及務性綠色採購，採用FSC或PEFC認證紙
張。
(二)企業溫室氣體排放量減量目標
年度排放總量與員工人數相關，透過行政管理，使空調設備及照明運轉更有效率，減少用水及用電量。
使用LED平板燈達到節能效果。本公司二氧化碳排放量來自電力及水，因此電力與水的節約為節能減碳
之優先目標持續減少溫室氣體總排放量。
(三)企業溫室氣體排放量減量之預算與計畫
透過行政管理，使空調設備運轉更有效率，減少用水及用電量。1.夏季空調溫度管控：設定空調溫度及
時間管控，使空調設備運轉更有效率，減少用水及用電量。 2.能源管控：適時關閉無人區域照明設備，
休息時間廠區關燈節能。達到節約能源成效。
(四)企業產品或服務帶給客戶或消費者之減碳效果
持續導入與執行各項有效的節能減碳方案。
"
1111005,110,6719,力智,1.1400,母公司,N,904.7700,母公司,N,,,N,,,
1111005,110,6743,安普新,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
因全球氣候變遷對溫室效應影響日漸明顯，因此本公司將持續推動節能減碳措施，包含隨手關閉不使用之電源，空調設定合理溫度、
有效運用水資源、使用電子簽核減少用紙量及確實執行垃圾分類降低垃圾量等方式，善盡企業社會責任，已達企業永續經營及守護地球之目標。
(二)企業溫室氣體排放量減量目標
本公司主要的溫室氣體排放來源為電力使用之二氧化碳排放，故本公司將從日常生活中節能，減少非必要的浪費，期望逐年減少本公司溫室氣體之排放。
(三)企業溫室氣體排放量減量之預算與計畫
本公司將會持續提醒員工隨手關閉不使用的電源，空調設定合理之溫度、有效運用水資源、使用電子簽核減少用紙量、執行垃圾分類降低垃圾量
及選擇有節能標章之設備等環保支出與節能措施，朝溫室氣體之排放減少目標邁進。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司致力於降低溫室氣體排放，藉由提升電力、水、紙張等之使用效率，來改善相關產品設計及生產過程。產品設計也逐步導入水性漆，
植物油墨與環保認證核可之再生材料，提供更低碳的產品給客戶並減少對地球環境的負擔。
"
1111005,110,6754,匯僑設計,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
積極落實各項節能減碳措施，降低對環境影響。
(二)企業溫室氣體排放量減量目標
將逐步對自用樓層及廠房進行盤查，以研議減量計畫。
(三)企業溫室氣體排放量減量之預算與計畫
減量計畫：
1.會議室隨手關燈、辦公室午休熄燈及下班關燈巡檢。
2.重複利用二手紙作為內部列印使用。
3.多利用電子郵件溝通，並加強無紙化作業，減少紙張使用。
(四)企業產品或服務帶給客戶或消費者之減碳效果
節能再生的低碳家園為目前綠建築的重點項目，本公司秉持著新材料、新技術、新工法的應用為客戶帶來節能減碳、平衡水資源及廢棄物減量的效果，以善盡地球公民的責任，更進一步實現地球永續發展的目標。
"
1111005,110,6756,威鋒電子,251.0000,僅母公司,N,,,N,,,N,,,
1111005,110,6768,志強-KY,,,N,110.5400,僅台灣母公司辦公大樓。,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
依據品牌客戶之要求，逐年達成節能減碳目標。
(二)企業溫室氣體排放量減量目標
依不同品牌客戶要求，旗下各廠目標不盡相同。
(三)企業溫室氣體排放量減量之預算與計畫
依不同品牌客戶要求，旗下各廠預算與計畫不盡相同。
(四)企業產品或服務帶給客戶或消費者之減碳效果
依不同品牌客戶要求，旗下各廠效果不盡相同。
"
1111005,110,6770,力積電,94995.7600,母公司,ISO 14064,570181.2300,母公司,ISO 14064,,,N,0.0005,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
力積電導入氣候相關財務揭露(Task Force on Climate-related Financial Disclosures, TCFD)框架，
依據治理、策略、風險管理、指標與目標四大面向，建構本公司因應氣候風險之管理架構，
並鑑別氣候變遷造成之災害風險及相關機會議題，評估氣候風險可能對公司業務之實質衝擊及影響程度。
同時積極參與國際永續評比(如DJSI)，持續精進ESG相關永續策略，進而提高市場肯定。
(二)企業溫室氣體排放量減量目標
每年制定節能減碳措施及設定目標，各項目標訂定說明如下：
l.配合經濟部「能源用戶訂定節約能源目標及執行計畫」規定，實施各項節電方案，
如檢視並改善降低生產單位產品用電量、老舊設備規劃汰舊換新及再生能源開發等措施，
訂定年度節能1%之目標。
2.因應氣候變遷減緩與調適，設立溫室氣體盤查與減量管理小組，
每年統計溫室氣體排放數據，訂定年度減碳1%之目標。
(三)企業溫室氣體排放量減量之預算與計畫
本公司於110年度總共推動了65項節能減碳計劃方案，並已達設定每年削減溫室氣體1%之減碳目標，相關減量預算費用與計劃如下所示：
l.製程尾氣處理設備之汰舊換新計畫：將16台舊型電熱式汰換為新型燃燒式，可將三氟化氮之去除效率由50%提升至99.7%，
預算費用約為6,430萬元，達成之減碳量約為6,476噸CO2e。
2.生產/測試機台(含附屬設備)之節能減碳計畫：共計19個方案，預算費用約為816萬元，達成之減碳量約為826噸CO2e。
3.廠務系統與總務設備之節能減碳計畫：共計45個方案，預算費用約為6,174萬元，達成之減碳量約為6,527噸CO2e。
(四)企業產品或服務帶給客戶或消費者之減碳效果
力積電為一晶圓代工公司, 提供的服務是替IC設計公司代工製造晶片。
其中於Power IC、Mosfet、IGBT的產品應用於節電、車用電子等，均可為消費者產生節能減談之效果。
"
1111005,110,6776,展碁國際,30.0000,僅申報公司,ISO 14064,613.0000,僅申報公司,ISO 14064,,,ISO 14064,0.0300,百萬營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司參與宏碁集團所擬定整合性能源與氣候變遷策略，持續以優化各營運據點的能源效率為優先，以採用綠色電力為輔，於適當場域設置再生能源發電設施， 並將再生能源憑證（Renewable Energy Certificates，簡稱RECs）、綠色購電協議（Power Purchase Agreement；PPA）或碳權等方案納入評估考量，以支持再生能源與相關氣候保護專案的發展。
(二)企業溫室氣體排放量減量目標
本公司為宏碁集團的一分子，響應母公司宏碁依據國際科學基礎減量目標倡議（Science based target initiative, SBTi）程序，承諾制定與1.5℃減碳路徑情境相符合的減量目標，預期宏碁集團於2030年達到相較於2019年減碳50%的成果。
(三)企業溫室氣體排放量減量之預算與計畫
本公司溫室氣體排放量主要來自於電力使用，節能減碳及其他減少環境影響之措施說明如下：
1.節能設計
i.空調：主機依季節設定適當冰水出水溫度，並設定室內機溫度，使得室內溫度維持26-28度之間，同時搭配自動控制方式定時開關主機及室內機，以達到降低空調用電之目的。
ii.照明：採用節能燈具(耗電量為為一般日光燈的二分之一)降低照明用電，搭配電燈開關分區域設置，使用時開啟該區域燈具，達到節能之目的。
2.節能措施
i.公司選址時鄰近捷運站，便於同仁上、下班及洽公時搭乘捷運，減少使用非公眾交通工具之頻率，同時達到減少溫室氣體排放之目的。
ii.提供視訊會議之軟體，鼓勵同仁以視訊方式與客戶或廠商招開會議，提升效率並減少洽公及差旅之發生，進而降低交通工具使用，達到減少溫室氣體排放之目的。
iii.選用環保認證紙張，減少對原始森林砍伐之危害，間接減緩溫室效應發生。
iv.採用環保認證洗潔精，減少對環境及水資源之危害。
v.採購設備時優先選擇具有節能標章之設備(產品)，使用設備時同時達到節能目的。
vi.使用烘手機取代擦手紙，減少一次性紙張使用。
3.資源回收利用
i.可回收廢棄物：分類置於回收桶，由清潔人員細項分類委由回收廠商清運，達到再利用之目的，同時減少垃圾量降低對環境之危害。
ii.廢棄紙張：統一集中存放後，定期委由廢紙回收商回收後，再混入造紙紙漿中，再生成紙箱重複利用，減少原生紙漿使用。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司所從事之服務雖對於客戶無減碳效果直接之關聯性，但本公司減碳可間接帶給客戶第三範疇之減碳效果，且本公司同樣身為地球一份子將會持續關心氣候與最新之能源政策，注重生態平衡，減少環境汙染，保護及節約自然資源,對員工加強宣導環保觀念並落實至日常生活中。
"
1111005,110,6781,AES-KY,28.4170,兆普+嘉普,ISO 14064,899.9570,兆普+嘉普,ISO 14064,9691.8650,兆普+嘉普,ISO 14064,0.0800,單位：噸CO2e/百萬元營收,
1111005,110,6789,采鈺,7722.0000,采鈺新竹廠,ISO 14064,36057.0000,采鈺新竹廠,ISO 14064,21968.0000,采鈺新竹廠,ISO 14064,0.0030,噸CO2e/ 8吋晶圓當量-層,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
建置企業風險管理（Enterprise Risk Management，簡稱 ERM）機制，參照
ISO 22301 營運持續管理系統標準。
依據「環境保護與有害物質減免政策」-「關注全球氣候變遷趨勢，評估其風險與
機會，並投入資源執行有效的節能、節水等管控措施。」
˙推動低碳製造：持續採用最佳技術減少溫室氣體排放，成為產業低碳製造標竿。
˙使用再生能源：持續購買再生能源及設置太陽能發電系統，達成100%使用再生能源。
˙提升能源使用效率：規劃年度節能措施，積極落實節能行動，提高能源使用效率。
˙強化氣候韌性：擬訂氣候變遷應變與預防措施，降低氣候風險影響。
(二)企業溫室氣體排放量減量目標
采鈺公司深切了解企業對環境的責任，並密切關注包括限制全球溫升 2° C 情境的
科學基礎減量目標（Science Based Targets, SBT）與 RE100 全球再生能源倡
議等各項氣候行動。設定 2022 年底達到辦公室 100% 使用再生能源電力及全公司
用電再生能源占比 20%，並利用碳權抵減廚房所耗用之天然氣產生的溫室氣體排放，
以達成辦公室淨零排放作為短程目標，中程目標延續再生能源穩定供應，以 2030年
達成全公司使用再生能源占比 40% 作為設定；長程以 2050年達成全公司 100%
再生能源做為目標。
(三)企業溫室氣體排放量減量之預算與計畫
2021 年，采鈺公司持續力行製程溫室氣體用量最佳化、與尾氣削減最大化的標竿
作為，新建及既有廠房 100% 安裝現址式高效破壞削減設備
（Local scrubber, LSC），既有廠房持續汰換效率不佳 LCS，以具體行動有效
降低直接排放的範疇一溫室氣體達約 30,588.41 噸二氧化碳當量。
˙導入再生能源以降低能源碳排放
2021 年完成購買陸域風力發電系統，合計轉供電量共 3,000,034
度，並取得再生能源憑證 2,999 張，達到辦公室淨零碳排。至 2022 年止，采鈺
公司已完成再生能源購置契約簽訂，其中包含 3,600 瓩之風力發電系統，預估每年
發電量可達 900 MWh 與 6,250 瓩之水力發電系統，預估每年發電量可達 2,437
MWh；預估每年取得約 33,375張再生能源憑證，相當減少 1,675 萬公噸碳排放量。
此外，采鈺公司亦於 2014 年設置太陽能發電系統共約29.8 瓩。
同時在龍潭新建廠專案中，導入綠建築設計。
執行機台與廠務節能專案，搭配逐步擴大使用再生能源，有效降低單位產品的溫室
氣體排放。
(四)企業產品或服務帶給客戶或消費者之減碳效果
采鈺公司晶圓級光學元件的開發，提供了多樣化且多通道化的可能性，將過去需要
多個晶片完成的工作，有機會在單一晶片提供多通道多樣化光譜波長的選擇。另晶
圓級製程的開發，直接將多層濾光膜製作於晶圓上，透過多通道單晶片，不只體積
縮小、使晶圓的面積使用效率更高，在減少晶圓耗用的同時也省去前述玻璃基板使
用與封裝成本，並達到環保、節能等多重目的。
"
1111005,110,6790,永豐實,73927.0000,臺灣紙品工廠：楊梅廠、清水廠,ISO 14064,48710.0000,臺灣紙品工廠：楊梅廠、清水廠,ISO 14064,,,N,1.2900,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
因應氣候變遷及全球溫室氣體管制趨勢，並充分掌握相關議題所伴隨之公司經營風險與機會，本公司持續關注外界對企業碳排放資訊揭露之要求與國內相關法令發展情形，同時要求所屬單位自發性完成溫室氣體排放量盤查作業，並上網登錄於國家溫室氣體登錄平台。
(二)企業溫室氣體排放量減量目標
本公司積極推動節能相關方案，並參與台電需量反應負載管理措施，自主減少用電。透過運用 ISO 50001 能源管理系統搭配 YES（永豐餘卓越系統）管理制度，不斷尋找節能的機會點，包括更換 LED 燈具、高效率馬達等，並透過製程的改善及每年編列預算淘汰老舊泵浦、低效馬達，同時引進先進進口高效泵浦與新式磨漿設備，以降低生產用電與燃料。本公司於 2015 年設定每年減量 1% 之五年期節能計劃，期能達到溫室氣體減量的目標。
(三)企業溫室氣體排放量減量之預算與計畫
1. 規劃所有廠區 2022 年優於法規提前完成盤查。
2. 鍋爐改造以利 SRF 使用，增加替代燃料率，2021 年增加 59%。
3. 製程與設備改善，降低用電，自2015 年起每年節電率1%。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1. 研發綠色商品呼應世界潮流、滿足消費者需求。
2. 增加FSC使用量研發創新商品，從使用端與消費者共同為節能減碳努力。
"
1111005,110,6792,詠業,5276.1800,母公司,N,46.6300,母公司,N,11.1300,母公司,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
因應全球氣候變遷，供水穩定化成為各國面臨的問題。本公司為善盡社會責任及因應全球水資源短缺議題，預計110年將整體用水密集度下降10%，期以具體行動，與全球企業共同面對氣候變遷的挑戰。
(二)企業溫室氣體排放量減量目標
1.產品產出不良率藉由技術改良，使產出不良率下降，產出廢棄物比例減少。
2.規劃汰除廠內老舊設備提升設備效能，新設備盡可能以380V電力為主減少用電度數，減低碳總排放量。
3.從空調系統、電力照明及其他用電三大面向執行節電方案，並定期檢視耗能設備並進行汰換。
4.執行節約用水、透過廢水排放再回收利用，並做好製程省水與回收再利用的基礎。
(三)企業溫室氣體排放量減量之預算與計畫
1.以109年為基準年，110年產品溫室氣體排放量目標減少1~2%。
2.以109年為基準年，110年後用水量目標循環再利用10%。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.推動節能產品及服務，以增加營收。
2.開發或擴大節能產品與服務以提供消費者更多選擇。
"
1111005,110,6796,晉弘,,,N,,,N,,,N,,,
1111005,110,6799,來頡,,,N,35.1800,母公司,N,,,N,0.0334,營業額單位為佰萬元,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司為無自有晶圓廠及封裝測試廠的專業IC設計公司，透過建立完整合格供應商遴選政策，選擇符合ISO14001認證之合格供應商，以期能建立綠色供應鏈致力各項能源之節省。本公司致力開發節能減碳電源管理IC產品, 以期達到體積縮小、節省能源、降低碳排放量之更高效能的電源管理產品。同時，推動辦公室節能減碳政策，持續宣導隨手關燈、節約用水，垃圾分類及進行無紙化電子簽核系統等政策。
(二)企業溫室氣體排放量減量目標
本公司二氧化碳排放量主要來自電力及水，因此電力與水的節約為節能減碳之優先目標，預計 111 年節省用電及水量與 110 年比較以節省 1%為目標，持續減少溫室氣體總排放量。
(三)企業溫室氣體排放量減量之預算與計畫
本公司溫室氣體排放屬於間接排放型態，電力及水資源使用所產生之二氧化碳排放為本公司主要溫室氣體排放來源，節能減碳計劃以節約用電用水為主。
1.持續實施節約用電用水宣導。
2.宣導避免及減量使用一次性餐具或紙杯。
3.減少紙張使用，如紙張回收再利用或使用電子簽核系統。
4.持續進行辦公室垃圾分類。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司將持續開發小體積、高效率、低待機功耗及高整合發展之節能科技電源管理IC產品，以達成節能減碳目標之企業永續目標。
"
1111005,110,6806,森崴能源,,,N,116.4400,僅母公司,N,,,N,1.1090,以全年平均每人計算,
1111005,110,6807,峰源-KY,,,N,,,N,,,N,,,
1111005,110,8011,台通,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
逐步降低溫室氣體排放量。
(二)企業溫室氣體排放量減量目標
目前僅實施辦公室人員節約用電及用水量，待完成盤查規劃後，逐步進行公司整體（含製程）碳排減量。
(三)企業溫室氣體排放量減量之預算與計畫
目前尚未進行盤查及了解廠內碳排量，預計完成盤查規劃後，進行碳排減量及預算編列。
(四)企業產品或服務帶給客戶或消費者之減碳效果
目前尚未對產品或服務進行碳盤查，暫以廠內碳排量減量為基礎。
"
1111005,110,8016,矽創,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
矽創為無生產晶圓之IC設計公司(Fabless)，溫室氣體排放主要來自間接排放的辦公室空調與辦公室照明的
電力，公司有持續推動節能措施以降低能源消耗。
(二)企業溫室氣體排放量減量目標
由於排放源主要來自空調與辦公照明需求的電力，配合節能措施，例如：控制空調溫度於 26 至 28 度間、
中午時間關燈一小時以減電，以降低電力使用與溫室氣體排放量。公司目前設定的溫室氣體排放減量目標為，
逐年降低溫室氣體排放密度。
(三)企業溫室氣體排放量減量之預算與計畫
空調及照明設備運轉透過監控降低用電量。公司計畫在未來編列預算逐步更換節能LED燈具以更有效節電，
同時逐年評估更換高耗能運轉設備以減少電力消耗，以達到更節能目標。
(四)企業產品或服務帶給客戶或消費者之減碳效果
矽創電子為IC設計領導廠商，藉由高效、節能、零電容等綠色科技優勢，獲得全球一線客戶與消費者的認可。
矽創每年致力於技術與製程的提升，致力提供更低耗能、低電容、擴及到各領域的小型面板等消費電子、工控
、車用、醫療、能源等智慧裝置。我們擁有完整的產品線滿足各市場的需求，公司將持續落實降低功耗與減碳
的綠色觀念，運用於產品設計及供應鏈管理中，以善盡企業永續的責任。
"
1111005,110,8021,尖點,146.6000,僅母公司,N,5763.8000,僅母公司,N,,,N,0.0001,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
為因應此一挑戰，尖點成立綠色永續推動小組執行各項專案，包含氣候相關財務揭露(TCFD)、建置再生能源專案、能資源效率提升專案、等多面向發展。
每月進行進度追蹤及績效檢討，並研討各項減量技術的可行性；透過研擬專案改善議題、及各種輔導計畫等活動，持續推動改善作業。
每季定期提報各項改善作業之進度及成效，每年年終檢討年度節能、省水、減廢之執行結果及次年管理目標方案。
(二)企業溫室氣體排放量減量目標
尖點秉持企業與環境共同永續發展的理念，以遵守政府規範為基本原則，並從日常作業活動至生產製造流程逐一投入改善作業，希冀透過提升能資源與水資源使用效率、持續減少廢棄物與廢水排放，並提倡綠色回收與產業夥伴共同守護環境，為所有利害關係人營造安全且美好的生活環境。
為展現對永續環境的承諾，尖點擬定並執行各階段溫室氣體減量計畫，自2016年起逐步推動，以2016年為基準年計算，2021年尖點達成能源密集度減少 26.2%、間接溫室氣體排放密集度下降30.4%、製程用水密集度減少 21.2%、廢棄物總重量減少13.1%等多項目標。
尖點更進一步訂定長期策略目標，挑戰2050年與基準年相較，將能源密集度降低50%、單位間接溫室氣體排放密集度降低60%、製程用水密集度降低40%等高難度目標。
(三)企業溫室氣體排放量減量之預算與計畫
針對所設定的中長期目標，並經由第三方查證了解現行溫室氣體排放的狀況，以擬定出各階段相對應的行動計劃，並納入公司年度預算計劃中。2021年公司的環保相關支出約為183萬元；2022年則計劃汰換空壓機、設置第二期太陽能發電設備等，以達成該年度溫室氣體減量目標。
(四)企業產品或服務帶給客戶或消費者之減碳效果
為延長產品與包材的生命週期，降低在生產過程中原物料與能源消耗，以及客戶使用後廢棄物產生，公司自2009年開始推動產品及包裝回收再利用之綠色行動計畫，以達到環保再生目的。
"
1111005,110,8028,昇陽半導體,3917.5251,僅母公司,ISO 14064,20416.7386,僅母公司,ISO 14064,9779.6911,僅母公司,ISO 14064,0.0046,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
因應氣候環境遭受溫室氣體的影響，正逐漸的惡化中，身為地球公民的一份子，為善盡企業對環境保護之責任，本公司將從源頭到最終廢棄處理等，所有過程對環境所造成的衝擊均納入考量；
另外營運過程中落實節約用電，達成減少溫室氣體排放量、資源回收減量的目標，以期
能對環境生態衝擊降到最低
1.致力於本公司之溫室氣體盤查，以確實掌握本公司溫室氣體之排放狀況。
2.節能策略則持續進行節電專案的推動與執行，維持每年節電1%之目標。
(二)企業溫室氣體排放量減量目標
本公司自110年起每年執行溫室氣體排放量第三方查證，因111年因報告邊界變更(類別3~類別5)，故變更以110年為基準年，自110年起，每年單位產品溫室氣體排放量較基準年減少1 %。
(三)企業溫室氣體排放量減量之預算與計畫
本公司主要排放源為間接排放源之電力所造成，故以節電為主要之目標，藉由節能專案之執行進而提升設備效率，以降低溫室氣體排放量。節能專案有：
1.廠務設備效能提升。
2.調整生產設備操作條件，滅少能耗。
(四)企業產品或服務帶給客戶或消費者之減碳效果
企業產品屬於供應鏈中的其中一段。我們致力於降低生產過程中的溫室氣體排放量，因應環境保護趨勢及國際法令規定，在秉持綠能產品生產、禁用環境管制物質、資源回收再利用及節能減碳的原則下，持續致力於溫室氣體排放量的降低，以達到產品環境友善和環境永續發展。
"
1111005,110,8033,雷虎,,,N,,,N,,,N,,,
